train_no,station_train_code,from_station_id,to_station_id,from_station,to_station,total_num,is_active,created_at,updated_at
24000000G10L,G1,4,18,北京南,上海虹桥,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l000000G250,G2,18,4,上海虹桥,北京南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000000G320,G3,4,16,北京南,上海,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
55000000G400,G4,16,4,上海,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000000G520,G5,3,16,北京,上海,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5k000000G600,G6,726,4,昆山南,北京南,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000000G710,G7,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l000000G802,G8,18,4,上海虹桥,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000000G907,G9,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G1010,G10,18,4,上海虹桥,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G110Q,G11,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G1250,G12,18,4,上海虹桥,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G130E,G13,4,18,北京南,上海虹桥,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G1450,G14,18,4,上海虹桥,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G1520,G15,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5500000G1610,G16,16,4,上海,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G1700,G17,4,16,北京南,上海,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5500000G1802,G18,16,4,上海,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G190T,G19,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G2052,G20,18,4,上海虹桥,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G210D,G21,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G2222,G22,18,4,上海虹桥,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G2307,G23,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G2412,G24,18,4,上海虹桥,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G2507,G25,4,18,北京南,上海虹桥,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G2600,G26,18,4,上海虹桥,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G2720,G27,4,18,北京南,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5500000G2800,G28,16,3,上海,北京,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G2930,G29,4,16,北京南,上海,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G3000,G30,18,4,上海虹桥,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G3130,G31,4,18,北京南,上海虹桥,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G3200,G32,18,4,上海虹桥,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G3340,G33,4,16,北京南,上海,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G3530,G35,4,18,北京南,上海虹桥,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G3730,G37,4,75,北京南,杭州东,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5600000G3840,G38,75,4,杭州东,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G390D,G39,4,75,北京南,杭州东,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5600000G4002,G40,75,4,杭州东,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G4130,G41,4,1311,北京南,温州南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5600000G4290,G42,75,4,杭州东,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G4330,G43,4,75,北京南,杭州东,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5600000G44C0,G44,75,4,杭州东,北京南,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G4520,G45,4,912,北京南,宁波,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5j00000G4600,G46,1311,4,温州南,北京南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G4700,G47,4,1011,北京南,千岛湖,10,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5e00000G4800,G48,912,4,宁波,北京南,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G4900,G49,4,75,北京南,杭州东,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5600000G5000,G50,1011,4,千岛湖,北京南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G5110,G51,4,1264,北京南,芜湖,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5i00000G5200,G52,68,4,合肥南,北京南,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G5310,G53,4,68,北京南,合肥南,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5i00000G5400,G54,68,4,合肥南,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G5530,G55,3,68,北京,合肥南,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5i00000G5600,G56,68,4,合肥南,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5400000G5800,G58,1264,4,芜湖,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G650Y,G65,4,102,北京南,南京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G6602,G66,102,4,南京南,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5f00000G6800,G68,1435,4,盐城,北京南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G6920,G69,4,1009,北京南,青岛,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4900000G7000,G70,1010,4,青岛北,北京南,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G7140,G71,3,1009,北京,青岛,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4900000G7200,G72,1009,4,青岛,北京南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G7310,G73,4,1010,北京南,青岛北,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4900000G7400,G74,1009,4,青岛,北京南,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4700000G7800,G78,79,18,济南东,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G7600,G77,18,79,上海虹桥,济南东,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
3800000G8200,G82,149,18,郑州东,上海虹桥,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G8000,G81,18,149,上海虹桥,郑州东,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
3800000G8600,G86,151,18,郑州,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G8400,G85,18,149,上海虹桥,郑州东,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
2400000G8720,G87,4,46,北京南,福州,12,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5800000G8800,G88,46,4,福州,北京南,10,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4f00000G9200,G92,134,18,西安北,上海虹桥,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4f00000G9600,G96,134,18,西安北,上海虹桥,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l00000G9400,G95,18,134,上海虹桥,西安北,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G10000,G100,18,30,上海虹桥,长春西,9,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
1g00000G9800,G99,30,18,长春西,上海虹桥,12,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G10120,G101,7,864,北京朝阳,牡丹江,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
0h0000G10200,G102,65,3,哈尔滨西,北京,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G10340,G103,7,1030,北京朝阳,齐齐哈尔南,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
040000G10400,G104,1030,7,齐齐哈尔南,北京朝阳,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G10510,G105,7,65,北京朝阳,哈尔滨西,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
030000G10600,G106,1035,7,七台河西,北京朝阳,9,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G10700,G107,6,65,北京西,哈尔滨西,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
040000G10801,G108,1030,7,齐齐哈尔南,北京朝阳,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G11530,G115,7,65,北京朝阳,哈尔滨西,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
0h0000G11600,G116,65,7,哈尔滨西,北京朝阳,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G11720,G117,7,1030,北京朝阳,齐齐哈尔南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
0h0000G11800,G118,65,7,哈尔滨西,北京朝阳,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G12120,G121,3,1035,北京,七台河西,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
0h0000G12200,G122,65,7,哈尔滨西,北京朝阳,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G12340,G123,7,65,北京朝阳,哈尔滨西,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
040000G12400,G124,1030,7,齐齐哈尔南,北京朝阳,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G12520,G125,7,1030,北京朝阳,齐齐哈尔南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
030000G12600,G126,864,7,牡丹江,北京朝阳,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G12750,G127,7,1452,北京朝阳,延吉西,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
110000G12800,G128,28,7,长春,北京朝阳,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G12930,G129,3,649,北京,吉林,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
110000G13000,G130,28,7,长春,北京朝阳,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G13120,G131,7,28,北京朝阳,长春,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
110000G13200,G132,28,7,长春,北京朝阳,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G13330,G133,7,28,北京朝阳,长春,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
180000G13400,G134,649,7,吉林,北京朝阳,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G13520,G135,7,28,北京朝阳,长春,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
180000G13600,G136,649,7,吉林,北京朝阳,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G13720,G137,7,649,北京朝阳,吉林,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
180000G13800,G138,649,3,吉林,北京,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G13920,G139,7,248,北京朝阳,长白山,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
180000G14000,G140,248,7,长白山,北京朝阳,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G14110,G141,7,649,北京朝阳,吉林,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
1c0000G14200,G142,1452,7,延吉西,北京朝阳,9,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G14320,G143,7,248,北京朝阳,长白山,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G14500,G145,7,118,北京朝阳,沈阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G14602,G146,119,7,沈阳北,北京朝阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G14700,G147,7,118,北京朝阳,沈阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G14800,G148,118,7,沈阳,北京朝阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G14930,G149,7,119,北京朝阳,沈阳北,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G15000,G150,118,7,沈阳,北京朝阳,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G15140,G151,7,118,北京朝阳,沈阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G15200,G152,119,7,沈阳北,北京朝阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G15300,G153,7,121,北京朝阳,沈阳南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G15400,G154,118,7,沈阳,北京朝阳,2,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G15540,G155,7,119,北京朝阳,沈阳北,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G15600,G156,118,7,沈阳,北京朝阳,3,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
1g0000G15700,G160,352,7,大连北,北京朝阳,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G15940,G159,7,352,北京朝阳,大连北,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
1g0000G16100,G164,352,3,大连北,北京,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G16320,G163,7,352,北京朝阳,大连北,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
1g0000G16900,G172,352,7,大连北,北京朝阳,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G17120,G171,3,352,北京,大连北,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
1g0000G17300,G176,352,7,大连北,北京朝阳,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G17510,G175,7,352,北京朝阳,大连北,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
240000G17750,G177,7,327,北京朝阳,丹东,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
120000G17800,G178,327,6,丹东,北京西,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G20100,G201,18,82,上海虹桥,昆明南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
800000G20200,G202,82,18,昆明南,上海虹桥,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G20300,G203,102,53,南京南,贵阳北,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
780000G20400,G204,53,18,贵阳北,上海虹桥,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G20500,G205,18,53,上海虹桥,贵阳北,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
780000G20600,G206,53,102,贵阳北,南京南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G20700,G207,18,53,上海虹桥,贵阳北,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
780000G20800,G208,53,18,贵阳北,上海虹桥,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G21900,G222,18,1567,上海虹桥,张家界西,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
640000G22100,G221,1567,18,张家界西,上海虹桥,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G22301,G223,102,38,南京南,长沙南,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G22401,G224,38,17,长沙南,上海南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G22510,G225,18,38,上海虹桥,长沙南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G22601,G226,38,18,长沙南,上海虹桥,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
550000G22700,G227,17,38,上海南,长沙南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G22801,G228,38,18,长沙南,上海虹桥,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G22900,G229,18,1529,上海虹桥,永州,9,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G23000,G230,38,102,长沙南,南京南,6,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G23100,G234,18,1525,上海虹桥,岳阳东,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G23300,G233,1525,18,岳阳东,上海虹桥,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G23500,G235,102,38,南京南,长沙南,4,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
610000G23600,G236,3025,102,湘潭北,南京南,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G23700,G240,18,31,上海虹桥,成都东,10,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
760000G23900,G239,31,18,成都东,上海虹桥,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G24100,G244,18,14,上海虹桥,重庆西,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
770000G24300,G243,14,18,重庆西,上海虹桥,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G24500,G245,18,58,上海虹桥,广州南,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G24600,G246,58,18,广州南,上海虹桥,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G24700,G247,18,1552,上海虹桥,湛江北,13,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6u0000G24800,G248,1552,18,湛江北,上海虹桥,13,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G25100,G251,18,1552,上海虹桥,湛江北,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6u0000G25200,G252,1552,18,湛江北,上海虹桥,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G25300,G253,18,58,上海虹桥,广州南,7,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6c0000G25400,G254,58,18,广州南,上海虹桥,9,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
550000G25500,G255,17,1355,上海南,厦门北,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
580000G25600,G256,1357,18,厦门,上海虹桥,10,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G25700,G257,18,1355,上海虹桥,厦门北,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5n0000G25800,G258,1355,18,厦门北,上海虹桥,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5l0000G25900,G259,18,1355,上海虹桥,厦门北,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4e000G10010O,G1001,128,1165,武汉,深圳北,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10020J,G1002,1165,128,深圳北,武汉,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10040J,G1004,1165,128,深圳北,武汉,12,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4e000G100511,G1005,128,1165,武汉,深圳北,12,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10060J,G1006,1165,128,深圳北,武汉,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4e000G10070P,G1007,128,1165,武汉,深圳北,12,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10080O,G1008,1165,128,深圳北,武汉,10,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4e000G10090S,G1009,128,1165,武汉,深圳北,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10100Q,G1010,1165,128,深圳北,武汉,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10120H,G1012,1165,128,深圳北,武汉,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
76000G101300,G1016,31,6,成都东,北京西,13,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000G101501,G1015,6,31,北京西,成都东,22,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
39000G10200A,G1020,410,1165,鄂州,深圳北,12,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
5n000G102101,G1024,47,1546,福州南,珠海,10,true,2026-04-08 08:45:26.000498+00:00,2026-04-11 02:13:55.435685+00:00
6e000G102200,G1023,1546,47,珠海,福州南,11,true,2026-04-08 08:45:26.000498+00:00,2026-04-11 02:13:55.435685+00:00
24000G102500,G1025,6,439,北京西,福田,20,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G102601,G1026,439,6,福田,北京西,22,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
7b000G103001,G1030,1425,1165,宜昌北,深圳北,17,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10280C,G1029,1165,1428,深圳北,宜昌东,16,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
42000G10340K,G1034,1428,1165,宜昌东,深圳北,16,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10320M,G1033,1165,1425,深圳北,宜昌北,17,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G10360C,G1037,1165,1428,深圳北,宜昌东,14,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
4r000G104207,G1042,1158,1165,十堰东,深圳北,18,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6i000G104006,G1041,1165,1158,深圳北,十堰东,19,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000G104300,G1043,6,1546,北京西,珠海,21,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
6e000G104400,G1044,1546,6,珠海,北京西,19,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000G104505,G1045,4,753,北京南,聊城西,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
47000G104600,G1046,753,4,聊城西,北京南,8,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
24000G104704,G1047,4,80,北京南,济南西,5,true,2026-04-08 08:45:26.000498+00:00,2026-04-23 01:08:29.026890+00:00
