id,telecode,name,pinyin,abbr,area_code,area_name,country_code,country_name,longitude,latitude,geo_source,geo_updated_at,created_at,updated_at
836,LYF,洛阳,luoyang,ly,1209,洛阳,cn,中国,112.436284,34.685924,amap,2026-04-09 06:10:50.143419+00:00,2026-04-08 08:39:59.526136+00:00,2026-04-09 06:10:50.143419+00:00
837,UMK,临沂北,linyibei,lyb,0622,临沂,cn,中国,118.380701,35.195382,amap,2026-04-09 06:10:51.133644+00:00,2026-04-08 08:39:59.526343+00:00,2026-04-09 06:10:51.133644+00:00
838,UKH,连云港东,lianyungangdong,lygd,0704,连云港,cn,中国,119.340859,34.717998,amap,2026-04-09 06:10:52.140321+00:00,2026-04-08 08:39:59.526582+00:00,2026-04-09 06:10:52.140321+00:00
839,LDF,洛阳东,luoyangdong,lyd,1209,洛阳,cn,中国,112.485174,34.695161,amap,2026-04-09 06:10:53.360878+00:00,2026-04-08 08:39:59.526897+00:00,2026-04-09 06:10:53.360878+00:00
840,UIH,连云港,lianyungang,lyg,0704,连云港,cn,中国,119.162746,34.609024,amap,2026-04-09 06:10:54.140266+00:00,2026-04-08 08:39:59.527113+00:00,2026-04-09 06:10:54.140266+00:00
841,LVK,临沂,linyi,ly,0622,临沂,cn,中国,118.34253,35.03683,amap,2026-04-09 06:10:55.146894+00:00,2026-04-08 08:39:59.527303+00:00,2026-04-09 06:10:55.146894+00:00
842,LLF,洛阳龙门,luoyanglongmen,lylm,1209,洛阳,cn,中国,112.456291,34.593842,amap,2026-04-09 06:10:56.146887+00:00,2026-04-08 08:39:59.527522+00:00,2026-04-09 06:10:56.146887+00:00
843,LNR,柳园南,liuyuannan,lyn,2107,酒泉,cn,中国,95.472609,41.102315,amap,2026-04-09 06:10:57.174821+00:00,2026-04-08 08:39:59.527715+00:00,2026-04-09 06:10:57.174821+00:00
844,LYD,凌源,lingyuan,ly,0233,朝阳,cn,中国,119.383024,41.236015,amap,2026-04-09 06:10:58.168153+00:00,2026-04-08 08:39:59.527873+00:00,2026-04-09 06:10:58.168153+00:00
845,LYL,辽源,liaoyuan,ly,0122,辽源,cn,中国,125.129005,42.905127,amap,2026-04-09 06:10:59.146817+00:00,2026-04-08 08:39:59.528044+00:00,2026-04-09 06:10:59.146817+00:00
846,DHR,柳园,liuyuan,ly,2107,酒泉,cn,中国,95.505313,41.107677,amap,2026-04-09 06:11:00.172937+00:00,2026-04-08 08:39:59.528219+00:00,2026-04-09 06:11:00.172937+00:00
847,LAQ,涟源,lianyuan,ly,1412,娄底,cn,中国,111.675885,27.684539,amap,2026-04-09 06:11:01.172628+00:00,2026-04-08 08:39:59.528381+00:00,2026-04-09 06:11:01.172628+00:00
848,LYP,涞源,laiyuan,ly,0326,保定,cn,中国,114.712813,39.370677,amap,2026-04-09 06:11:02.182599+00:00,2026-04-08 08:39:59.528542+00:00,2026-04-09 06:11:02.182599+00:00
849,LVS,罗源,luoyuan,ly,1004,福州,cn,中国,119.577578,26.455924,amap,2026-04-09 06:11:03.179784+00:00,2026-04-08 08:39:59.528702+00:00,2026-04-09 06:11:03.179784+00:00
850,LPQ,耒阳西,leiyangxi,lyx,1416,衡阳,cn,中国,112.789024,26.41446,amap,2026-04-09 06:11:04.200379+00:00,2026-04-08 08:39:59.528848+00:00,2026-04-09 06:11:04.200379+00:00
851,LUE,泸州,luzhou,lz,1787,泸州,cn,中国,105.421189,28.929678,amap,2026-04-09 06:11:05.181506+00:00,2026-04-08 08:39:59.529008+00:00,2026-04-09 06:11:05.181506+00:00
852,LZO,林芝,linzhi,lz,2754,林芝,cn,中国,94.437555,29.527414,amap,2026-04-09 06:11:06.179192+00:00,2026-04-08 08:39:59.529155+00:00,2026-04-09 06:11:06.179192+00:00
853,LZZ,柳州,liuzhou,lz,1602,柳州,cn,中国,109.388016,24.308107,amap,2026-04-09 06:11:07.199289+00:00,2026-04-08 08:39:59.529300+00:00,2026-04-09 06:11:07.199289+00:00
854,LIW,六枝,liuzhi,lz,1806,六盘水,cn,中国,105.464635,26.226187,amap,2026-04-09 06:11:08.216042+00:00,2026-04-08 08:39:59.529447+00:00,2026-04-09 06:11:08.216042+00:00
855,LZE,阆中,langzhong,lz,1720,南充,cn,中国,105.957628,31.557975,amap,2026-04-09 06:11:09.195627+00:00,2026-04-08 08:39:59.529591+00:00,2026-04-09 06:11:09.195627+00:00
856,LZA,龙镇,longzhen,lz,0009,黑河,cn,中国,126.71609,48.686315,amap,2026-04-09 06:11:10.199802+00:00,2026-04-08 08:39:59.529756+00:00,2026-04-09 06:11:10.199802+00:00
857,LZD,辽中,liaozhong,lz,0205,沈阳,cn,中国,122.771047,41.559355,amap,2026-04-09 06:11:11.203021+00:00,2026-04-08 08:39:59.529903+00:00,2026-04-09 06:11:11.203021+00:00
858,OMH,马鞍山东,maanshandong,masd,0810,马鞍山,cn,中国,118.540892,31.69252,amap,2026-04-09 06:11:12.207650+00:00,2026-04-08 08:39:59.530052+00:00,2026-04-09 06:11:12.207650+00:00
859,MBN,麻城北,machengbei,mcb,9026,黄冈,cn,中国,114.984755,31.186468,amap,2026-04-09 06:11:13.206647+00:00,2026-04-08 08:39:59.530218+00:00,2026-04-09 06:11:13.206647+00:00
860,MCN,麻城,macheng,mc,9026,黄冈,cn,中国,114.963621,31.145851,amap,2026-04-09 06:11:14.211532+00:00,2026-04-08 08:39:59.530434+00:00,2026-04-09 06:11:14.211532+00:00
861,MNF,渑池南,mianchinan,mcn,1207,三门峡,cn,中国,111.774387,34.685141,amap,2026-04-09 06:11:15.215269+00:00,2026-04-08 08:39:59.530625+00:00,2026-04-09 06:11:15.215269+00:00
862,MDX,免渡河,mianduhe,mdh,9096,呼伦贝尔,cn,中国,121.060068,49.092692,amap,2026-04-09 06:11:16.223545+00:00,2026-04-08 08:39:59.530783+00:00,2026-04-09 06:11:16.223545+00:00
863,VBM,磨丁,moding,md,9203,磨丁,lao,老挝,,,,,2026-04-08 08:39:59.530938+00:00,2026-04-08 09:22:28.214645+00:00
864,MDB,牡丹江,mudanjiang,mdj,0044,牡丹江,cn,中国,129.612776,44.591467,amap,2026-04-09 06:11:18.236009+00:00,2026-04-08 08:39:59.531092+00:00,2026-04-09 06:11:18.236009+00:00
865,MRX,莫尔道嘎,moerdaoga,medg,9096,呼伦贝尔,cn,中国,120.809612,51.234502,amap,2026-04-09 06:11:19.238656+00:00,2026-04-08 08:39:59.531255+00:00,2026-04-09 06:11:19.238656+00:00
866,MRB,帽儿山,maoershan,mes,0034,哈尔滨,cn,中国,127.521938,45.276984,amap,2026-04-09 06:11:20.236520+00:00,2026-04-08 08:39:59.531426+00:00,2026-04-09 06:11:20.236520+00:00
867,MUB,帽儿山西,mershanxi,mesx,0034,哈尔滨,cn,中国,127.47786,45.279933,amap,2026-04-09 06:11:21.236520+00:00,2026-04-08 08:39:59.531798+00:00,2026-04-09 06:11:21.236520+00:00
868,MGH,明光,mingguang,mg,0808,滁州,cn,中国,117.987933,32.770534,amap,2026-04-09 06:11:22.251142+00:00,2026-04-08 08:39:59.531979+00:00,2026-04-09 06:11:22.251142+00:00
869,MHX,满归,mangui,mg,9096,呼伦贝尔,cn,中国,122.073845,52.036726,amap,2026-04-09 06:11:23.273567+00:00,2026-04-08 08:39:59.532133+00:00,2026-04-09 06:11:23.273567+00:00
870,MGE,孟关,mengguan,mg,1803,贵阳,cn,中国,106.739221,26.418008,amap,2026-04-09 06:11:24.264091+00:00,2026-04-08 08:39:59.532294+00:00,2026-04-09 06:11:24.264091+00:00
871,MHM,磨憨,mohan,mh,1912,勐腊,cn,中国,101.718848,21.250986,amap,2026-04-09 06:11:25.286859+00:00,2026-04-08 08:39:59.532455+00:00,2026-04-09 06:11:25.286859+00:00
872,MVX,漠河,mohe,mh,0003,加格达奇,cn,中国,122.504983,52.987888,amap,2026-04-09 06:11:26.270154+00:00,2026-04-08 08:39:59.532617+00:00,2026-04-09 06:11:26.270154+00:00
873,MHL,梅河口,meihekou,mhk,0135,通化,cn,中国,125.685042,42.53582,amap,2026-04-09 06:11:27.269850+00:00,2026-04-08 08:39:59.532781+00:00,2026-04-09 06:11:27.269850+00:00
874,MNO,民和南,minhenan,mhn,2206,海东,cn,中国,102.850026,36.305827,amap,2026-04-09 06:11:28.285391+00:00,2026-04-08 08:39:59.532930+00:00,2026-04-09 06:11:28.285391+00:00
875,MGB,孟家岗,mengjiagang,mjg,0052,佳木斯,cn,中国,130.660193,46.422625,amap,2026-04-09 06:11:29.316071+00:00,2026-04-08 08:39:59.533078+00:00,2026-04-09 06:11:29.316071+00:00
876,MIR,米兰,milan,ml,2408,库尔勒,cn,中国,86.174633,41.725891,amap,2026-04-09 06:11:30.303006+00:00,2026-04-08 08:39:59.533238+00:00,2026-04-09 06:11:30.303006+00:00
877,MWM,勐腊,mengla,ml,1912,勐腊,cn,中国,101.588652,21.424862,amap,2026-04-09 06:11:31.306719+00:00,2026-04-08 08:39:59.533401+00:00,2026-04-09 06:11:31.306719+00:00
878,MHQ,美兰,meilan,ml,2501,海口,cn,中国,110.461765,19.942473,amap,2026-04-09 06:11:32.304467+00:00,2026-04-08 08:39:59.533669+00:00,2026-04-09 06:11:32.304467+00:00
879,MLM,弥勒,mile,ml,1955,蒙自,cn,中国,103.41024,24.337201,amap,2026-04-09 06:11:33.336650+00:00,2026-04-08 08:39:59.533961+00:00,2026-04-09 06:11:33.336650+00:00
880,MLB,穆棱,muling,ml,0044,牡丹江,cn,中国,130.360074,44.613314,amap,2026-04-09 06:11:34.340137+00:00,2026-04-08 08:39:59.534151+00:00,2026-04-09 06:11:34.340137+00:00
881,MDQ,茂名,maoming,mm,1509,茂名,cn,中国,110.929036,21.642133,amap,2026-04-09 06:11:35.340294+00:00,2026-04-08 08:39:59.534308+00:00,2026-04-09 06:11:35.340294+00:00
882,MRQ,茂名南,maomingnan,mmn,1509,茂名,cn,中国,110.984465,21.598601,amap,2026-04-09 06:11:36.346929+00:00,2026-04-08 08:39:59.534499+00:00,2026-04-09 06:11:36.346929+00:00
883,MMZ,茂名西,maomingxi,mmx,1509,茂名,cn,中国,110.847697,21.680891,amap,2026-04-09 06:11:37.356465+00:00,2026-04-08 08:39:59.534782+00:00,2026-04-09 06:11:37.356465+00:00
884,UGW,冕宁,mianning,mn,1710,西昌,cn,中国,102.19453,28.285552,amap,2026-04-09 06:11:38.370591+00:00,2026-04-08 08:39:59.535123+00:00,2026-04-09 06:11:38.370591+00:00
885,MSR,玛纳斯,manasi,mns,2404,昌吉,cn,中国,86.196433,44.249338,amap,2026-04-09 06:11:39.356125+00:00,2026-04-08 08:39:59.535431+00:00,2026-04-09 06:11:39.356125+00:00
886,MBS,闽清北,minqingbei,mqb,1004,福州,cn,中国,118.877047,26.287016,amap,2026-04-09 06:11:40.368841+00:00,2026-04-08 08:39:59.535703+00:00,2026-04-09 06:11:40.368841+00:00
887,MQF,民权,minquan,mq,1212,商丘,cn,中国,115.140842,34.644858,amap,2026-04-09 06:11:41.382639+00:00,2026-04-08 08:39:59.535909+00:00,2026-04-09 06:11:41.382639+00:00
888,IUW,眉山东,meishandong,msd,6711,眉山,cn,中国,103.822589,30.066462,amap,2026-04-09 06:11:42.382060+00:00,2026-04-08 08:39:59.536093+00:00,2026-04-09 06:11:42.382060+00:00
889,MSE,名山,mingshan,ms,6740,雅安,cn,中国,103.190372,30.057315,amap,2026-04-09 06:11:43.374072+00:00,2026-04-08 08:39:59.536494+00:00,2026-04-09 06:11:43.374072+00:00
890,MSB,密山,mishan,ms,0026,鸡西,cn,中国,131.871881,45.549833,amap,2026-04-09 06:11:44.371523+00:00,2026-04-08 08:39:59.536898+00:00,2026-04-09 06:11:44.371523+00:00
891,MSN,庙山,miaoshan,ms,1314,武汉,cn,中国,114.373546,30.41309,amap,2026-04-09 06:11:45.398863+00:00,2026-04-08 08:39:59.537126+00:00,2026-04-09 06:11:45.398863+00:00
892,MJT,马三家,masanjia,msj,0205,沈阳,cn,中国,123.236874,41.898829,amap,2026-04-09 06:11:46.400693+00:00,2026-04-08 08:39:59.537618+00:00,2026-04-09 06:11:46.400693+00:00
893,VAW,麻尾,mawei,mw,1802,都匀,cn,中国,107.460178,25.319472,amap,2026-04-09 06:11:47.404341+00:00,2026-04-08 08:39:59.537857+00:00,2026-04-09 06:11:47.404341+00:00
894,MXJ,岷县,minxian,mx,2124,定西,cn,中国,104.036731,34.43833,amap,2026-04-09 06:11:48.400931+00:00,2026-04-08 08:39:59.538049+00:00,2026-04-09 06:11:48.400931+00:00
895,MVY,勉县,mianxian,mx,2007,汉中,cn,中国,106.691258,33.170661,amap,2026-04-09 06:11:49.416336+00:00,2026-04-08 08:39:59.538307+00:00,2026-04-09 06:11:49.416336+00:00
896,HTO,茫崖,mangya,my,2234,茫崖,cn,中国,90.80729,38.250777,amap,2026-04-09 06:11:50.433369+00:00,2026-04-08 08:39:59.538604+00:00,2026-04-09 06:11:50.433369+00:00
897,MYW,绵阳,mianyang,my,1703,绵阳,cn,中国,104.717671,31.459579,amap,2026-04-09 06:11:51.440116+00:00,2026-04-08 08:39:59.538884+00:00,2026-04-09 06:11:51.440116+00:00
898,MUP,密云北,miyunbei,myb,0357,北京,cn,中国,116.862366,40.396706,amap,2026-04-09 06:11:52.456345+00:00,2026-04-08 08:39:59.539154+00:00,2026-04-09 06:11:52.456345+00:00
899,HSY,孟塬,mengyuan,my,2002,渭南,cn,中国,110.139872,34.555014,amap,2026-04-09 06:11:53.451907+00:00,2026-04-08 08:39:59.539417+00:00,2026-04-09 06:11:53.451907+00:00
900,MUR,墨玉,moyu,my,2419,和田,cn,中国,79.732851,37.223257,amap,2026-04-09 06:11:54.463909+00:00,2026-04-08 08:39:59.539762+00:00,2026-04-09 06:11:54.463909+00:00
901,MYO,门源,menyuan,my,2248,海北州,cn,中国,101.528018,37.426828,amap,2026-04-09 06:11:55.470267+00:00,2026-04-08 08:39:59.540042+00:00,2026-04-09 06:11:55.470267+00:00
902,KIQ,暮云,muyun,my,1407,长沙,cn,中国,113.00599,27.99034,amap,2026-04-09 06:11:56.460403+00:00,2026-04-08 08:39:59.540406+00:00,2026-04-09 06:11:56.460403+00:00
903,MYP,密云,miyun,my,0357,北京,cn,中国,116.851048,40.352076,amap,2026-04-09 06:11:57.460350+00:00,2026-04-08 08:39:59.540764+00:00,2026-04-09 06:11:57.460350+00:00
904,MOQ,梅州,meizhou,mz,1513,梅州,cn,中国,116.130709,24.258287,amap,2026-04-09 06:11:58.468494+00:00,2026-04-08 08:39:59.541041+00:00,2026-04-09 06:11:58.468494+00:00
905,MZF,孟庄,mengzhuang,mz,1222,郑州,cn,中国,113.818364,34.579555,amap,2026-04-09 06:11:59.484330+00:00,2026-04-08 08:39:59.541256+00:00,2026-04-09 06:11:59.484330+00:00
906,MZM,蒙自,mengzi,mz,1955,蒙自,cn,中国,103.430901,23.374213,amap,2026-04-09 06:12:00.488127+00:00,2026-04-08 08:39:59.541458+00:00,2026-04-09 06:12:00.488127+00:00
907,MLX,满洲里,manzhouli,mzl,9096,呼伦贝尔,cn,中国,117.451235,49.584636,amap,2026-04-09 06:12:01.499864+00:00,2026-04-08 08:39:59.541716+00:00,2026-04-09 06:12:01.499864+00:00
908,MXA,梅州西,meizhouxi,mzx,1513,梅州,cn,中国,116.04774,24.249938,amap,2026-04-09 06:12:02.500182+00:00,2026-04-08 08:39:59.541922+00:00,2026-04-09 06:12:02.500182+00:00
909,NAB,宁安,ningan,na,0044,牡丹江,cn,中国,129.462351,44.359475,amap,2026-04-09 06:12:03.491693+00:00,2026-04-08 08:39:59.542104+00:00,2026-04-09 06:12:03.491693+00:00
910,NAT,农安,nongan,na,0110,长春,cn,中国,125.161025,44.435975,amap,2026-04-09 06:12:04.511530+00:00,2026-04-08 08:39:59.542259+00:00,2026-04-09 06:12:04.511530+00:00
911,NVH,宁波东,ningbodong,nbd,0910,宁波,cn,中国,121.584787,29.847568,amap,2026-04-09 06:12:05.512278+00:00,2026-04-08 08:39:59.542420+00:00,2026-04-09 06:12:05.512278+00:00
912,NGH,宁波,ningbo,nb,0910,宁波,cn,中国,121.807976,29.21958,amap,2026-04-09 06:12:06.515765+00:00,2026-04-08 08:39:59.542583+00:00,2026-04-09 06:12:06.515765+00:00
913,NBE,南部,nanbu,nb,1720,南充,cn,中国,106.013772,31.371056,amap,2026-04-09 06:12:07.507551+00:00,2026-04-08 08:39:59.542876+00:00,2026-04-09 06:12:07.507551+00:00
914,NEF,南曹,nancao,nc,1222,郑州,cn,中国,113.791105,34.678477,amap,2026-04-09 06:12:08.523852+00:00,2026-04-08 08:39:59.543132+00:00,2026-04-09 06:12:08.523852+00:00
915,NCE,南充北,nanchongbei,ncb,1720,南充,cn,中国,106.070913,30.856368,amap,2026-04-09 06:12:09.527549+00:00,2026-04-08 08:39:59.543328+00:00,2026-04-09 06:12:09.527549+00:00
916,NCW,南充,nanchong,nc,1720,南充,cn,中国,106.086011,30.807886,amap,2026-04-09 06:12:10.540409+00:00,2026-04-08 08:39:59.543516+00:00,2026-04-09 06:12:10.540409+00:00
917,NDG,南城,nancheng,nc,1121,抚州,cn,中国,116.616457,27.563569,amap,2026-04-09 06:12:11.535332+00:00,2026-04-08 08:39:59.543702+00:00,2026-04-09 06:12:11.535332+00:00
918,NCB,南岔,nancha,nc,0016,伊春,cn,中国,129.279722,47.133283,amap,2026-04-09 06:12:12.532026+00:00,2026-04-08 08:39:59.543857+00:00,2026-04-09 06:12:12.532026+00:00
919,NDZ,南丹,nandan,nd,1601,河池,cn,中国,107.558758,24.975717,amap,2026-04-09 06:12:13.539753+00:00,2026-04-08 08:39:59.544023+00:00,2026-04-09 06:12:13.539753+00:00
920,NES,宁德,ningde,nd,1023,宁德,cn,中国,119.583293,26.668639,amap,2026-04-09 06:12:14.547770+00:00,2026-04-08 08:39:59.544293+00:00,2026-04-09 06:12:14.547770+00:00
921,NMP,南大庙,nandamiao,ndm,0309,承德,cn,中国,117.067861,40.767364,amap,2026-04-09 06:12:15.540731+00:00,2026-04-08 08:39:59.544702+00:00,2026-04-09 06:12:15.540731+00:00
922,NDJ,宁东南,ningdongnan,ndn,2302,银川,cn,中国,106.6505,38.109041,amap,2026-04-09 06:12:16.551151+00:00,2026-04-08 08:39:59.545054+00:00,2026-04-09 06:12:16.551151+00:00
923,NOJ,宁东,ningdong,nd,2302,银川,cn,中国,106.547051,38.146367,amap,2026-04-09 06:12:17.560139+00:00,2026-04-08 08:39:59.545383+00:00,2026-04-09 06:12:17.560139+00:00
924,NFT,南芬,nanfen,nf,0208,本溪,cn,中国,123.748473,41.102156,amap,2026-04-09 06:12:18.563168+00:00,2026-04-08 08:39:59.545762+00:00,2026-04-09 06:12:18.563168+00:00
925,NFG,南丰,nanfeng,nf,1121,抚州,cn,中国,116.600926,27.28579,amap,2026-04-09 06:12:19.587089+00:00,2026-04-08 08:39:59.546134+00:00,2026-04-09 06:12:19.587089+00:00
926,NHH,宁海,ninghai,nh,0910,宁波,cn,中国,121.420354,29.33631,amap,2026-04-09 06:12:20.602928+00:00,2026-04-08 08:39:59.546497+00:00,2026-04-09 06:12:20.602928+00:00
927,NDN,南湖东,nanhudong,nhd,1314,武汉,cn,中国,114.380325,30.466661,amap,2026-04-09 06:12:21.587444+00:00,2026-04-08 08:39:59.546901+00:00,2026-04-09 06:12:21.587444+00:00
928,NHX,讷河,nehe,nh,0007,齐齐哈尔,cn,中国,124.845575,48.48014,amap,2026-04-09 06:12:22.590936+00:00,2026-04-08 08:39:59.547318+00:00,2026-04-09 06:12:22.590936+00:00
929,LKT,牛河梁,niuheliang,nhl,0233,朝阳,cn,中国,119.399236,41.195735,amap,2026-04-09 06:12:23.607170+00:00,2026-04-08 08:39:59.547656+00:00,2026-04-09 06:12:23.607170+00:00
930,NKW,内江北,neijiangbei,njb,1712,内江,cn,中国,105.085237,29.610099,amap,2026-04-09 06:12:24.594884+00:00,2026-04-08 08:39:59.547992+00:00,2026-04-09 06:12:24.594884+00:00
931,NJW,内江,neijiang,nj,1712,内江,cn,中国,105.036374,29.587847,amap,2026-04-09 06:12:25.575570+00:00,2026-04-08 08:39:59.548349+00:00,2026-04-09 06:12:25.575570+00:00
932,NGX,嫩江,nenjiang,nj,0009,黑河,cn,中国,125.24933,49.177961,amap,2026-04-09 06:12:26.588280+00:00,2026-04-08 08:39:59.548732+00:00,2026-04-09 06:12:26.588280+00:00
933,FIW,南江,nanjiang,nj,1803,贵阳,cn,中国,106.97319,26.894189,amap,2026-04-09 06:12:27.603211+00:00,2026-04-08 08:39:59.548970+00:00,2026-04-09 06:12:27.603211+00:00
934,NJB,牛家,niujia,nj,0034,哈尔滨,cn,中国,126.736702,45.350172,amap,2026-04-09 06:12:28.616161+00:00,2026-04-08 08:39:59.549164+00:00,2026-04-09 06:12:28.616161+00:00
935,NKP,南口,nankou,nk,0357,北京,cn,中国,116.130015,40.23983,amap,2026-04-09 06:12:29.601738+00:00,2026-04-08 08:39:59.549353+00:00,2026-04-09 06:12:29.601738+00:00
936,NLP,牛栏山,niulanshan,nls,0357,北京,cn,中国,116.648188,40.203256,amap,2026-04-09 06:12:30.623970+00:00,2026-04-08 08:39:59.549675+00:00,2026-04-09 06:12:30.623970+00:00
937,NLF,宁陵县,ninglingxian,nlx,1212,商丘,cn,中国,115.314221,34.461226,amap,2026-04-09 06:12:31.616639+00:00,2026-04-08 08:39:59.550024+00:00,2026-04-09 06:12:31.616639+00:00
938,NMD,奈曼,naiman,nm,0507,通辽,cn,中国,120.67733,42.84129,amap,2026-04-09 06:12:32.636208+00:00,2026-04-08 08:39:59.550347+00:00,2026-04-09 06:12:32.636208+00:00
939,NMO,尼木,nimu,nm,2751,拉萨,cn,中国,90.284074,29.327775,amap,2026-04-09 06:12:33.627186+00:00,2026-04-08 08:39:59.550718+00:00,2026-04-09 06:12:33.627186+00:00
940,NOS,南平市,nanpingshi,nps,1002,南平,cn,中国,118.093292,27.473006,amap,2026-04-09 06:12:34.632817+00:00,2026-04-08 08:39:59.550990+00:00,2026-04-09 06:12:34.632817+00:00
941,NOY,宁强南,ningqiangnan,nqn,2007,汉中,cn,中国,106.28938,32.822507,amap,2026-04-09 06:12:35.629324+00:00,2026-04-08 08:39:59.551345+00:00,2026-04-09 06:12:35.629324+00:00
942,NQO,那曲,naqu,nq,2756,那曲,cn,中国,91.990936,31.442993,amap,2026-04-09 06:12:36.655959+00:00,2026-04-08 08:39:59.551622+00:00,2026-04-09 06:12:36.655959+00:00
943,QSQ,南沙北,nanshabei,nsb,1502,广州,cn,中国,113.49211,22.867381,amap,2026-04-09 06:12:37.679982+00:00,2026-04-08 08:39:59.551840+00:00,2026-04-09 06:12:37.679982+00:00
944,NUH,南通,nantong,nt,0727,南通,cn,中国,120.860497,32.067332,amap,2026-04-09 06:12:38.660780+00:00,2026-04-08 08:39:59.552020+00:00,2026-04-09 06:12:38.660780+00:00
945,NXU,南通西,nantongxi,ntx,0727,南通,cn,中国,120.76599,32.101882,amap,2026-04-09 06:12:39.683449+00:00,2026-04-08 08:39:59.552186+00:00,2026-04-09 06:12:39.683449+00:00
946,NWV,宁武,ningwu,nw,0403,忻州,cn,中国,112.320164,39.007648,amap,2026-04-09 06:12:40.676093+00:00,2026-04-08 08:39:59.552359+00:00,2026-04-09 06:12:40.676093+00:00
947,NEH,南翔北,nanxiangbei,nxb,0712,上海,cn,中国,121.30875,31.281473,amap,2026-04-09 06:12:41.683762+00:00,2026-04-08 08:39:59.552539+00:00,2026-04-09 06:12:41.683762+00:00
948,NCQ,南雄,nanxiong,nx,1501,韶关,cn,中国,114.310952,25.145297,amap,2026-04-09 06:12:42.687225+00:00,2026-04-08 08:39:59.552694+00:00,2026-04-09 06:12:42.687225+00:00
949,NXQ,宁乡,ningxiang,nx,1407,长沙,cn,中国,112.580623,28.289094,amap,2026-04-09 06:12:43.688554+00:00,2026-04-08 08:39:59.552847+00:00,2026-04-09 06:12:43.688554+00:00
950,NFF,南阳,nanyang,ny,1216,南阳,cn,中国,112.51215,33.000153,amap,2026-04-09 06:12:44.697067+00:00,2026-04-08 08:39:59.552996+00:00,2026-04-09 06:12:44.697067+00:00
951,NOF,南阳东,nanyangdong,nyd,1216,南阳,cn,中国,112.661311,32.950895,amap,2026-04-09 06:12:45.714092+00:00,2026-04-08 08:39:59.553158+00:00,2026-04-09 06:12:45.714092+00:00
952,NYE,纳雍,nayong,ny,1848,毕节,cn,中国,105.375178,26.755835,amap,2026-04-09 06:12:46.720483+00:00,2026-04-08 08:39:59.553324+00:00,2026-04-09 06:12:46.720483+00:00
953,NUP,南峪,nanyu,ny,0365,石家庄,cn,中国,113.936646,37.989383,amap,2026-04-09 06:12:47.713828+00:00,2026-04-08 08:39:59.553472+00:00,2026-04-09 06:12:47.713828+00:00
954,NYF,南阳寨,nanyangzhai,nyz,1222,郑州,cn,中国,113.616978,34.814723,amap,2026-04-09 06:12:48.720805+00:00,2026-04-08 08:39:59.553632+00:00,2026-04-09 06:12:48.720805+00:00
955,NZX,碾子山,nianzishan,nzs,0007,齐齐哈尔,cn,中国,122.882466,47.515527,amap,2026-04-09 06:12:49.735782+00:00,2026-04-08 08:39:59.553871+00:00,2026-04-09 06:12:49.735782+00:00
956,PAN,普安,puan,pa,1314,武汉,cn,中国,114.354488,30.387046,amap,2026-04-09 06:12:50.734177+00:00,2026-04-08 08:39:59.554076+00:00,2026-04-09 06:12:50.734177+00:00
957,PEY,蒲城东,puchengdong,pcd,2002,渭南,cn,中国,109.610171,34.988606,amap,2026-04-09 06:12:51.742563+00:00,2026-04-08 08:39:59.554310+00:00,2026-04-09 06:12:51.742563+00:00
958,PCE,平昌,pingchang,pc,9014,巴中,cn,中国,107.076208,31.552752,amap,2026-04-09 06:12:52.761819+00:00,2026-04-08 08:39:59.554509+00:00,2026-04-09 06:12:52.761819+00:00
959,PIP,平定,pingding,pd,0404,阳泉,cn,中国,113.640956,37.797811,amap,2026-04-09 06:12:53.882730+00:00,2026-04-08 08:39:59.554700+00:00,2026-04-09 06:12:53.882730+00:00
960,PEN,平顶山,pingdingshan,pds,1215,平顶山,cn,中国,113.305494,33.718648,amap,2026-04-09 06:12:54.769809+00:00,2026-04-08 08:39:59.554876+00:00,2026-04-09 06:12:54.769809+00:00
961,PNK,平度,pingdu,pd,0614,青岛,cn,中国,119.977786,36.806514,amap,2026-04-09 06:12:55.771250+00:00,2026-04-08 08:39:59.555156+00:00,2026-04-09 06:12:55.771250+00:00
962,PAK,平度西,pingduxi,pdx,0614,青岛,cn,中国,119.884702,36.762024,amap,2026-04-09 06:12:56.818153+00:00,2026-04-08 08:39:59.555417+00:00,2026-04-09 06:12:56.818153+00:00
963,PDF,平顶山西,pingdingshanxi,pdsx,1215,平顶山,cn,中国,113.087816,33.81678,amap,2026-04-09 06:12:57.783577+00:00,2026-04-08 08:39:59.555665+00:00,2026-04-09 06:12:57.783577+00:00
964,PEM,普洱,puer,pe,6906,普洱,cn,中国,100.941871,22.775211,amap,2026-04-09 06:12:58.776221+00:00,2026-04-08 08:39:59.555888+00:00,2026-04-09 06:12:58.776221+00:00
965,PFB,平房,pingfang,pf,0034,哈尔滨,cn,中国,126.675364,45.585826,amap,2026-04-09 06:12:59.780337+00:00,2026-04-08 08:39:59.556141+00:00,2026-04-09 06:12:59.780337+00:00
966,PBD,盘锦北,panjinbei,pjb,0222,盘锦,cn,中国,121.807158,41.335747,amap,2026-04-09 06:13:00.781049+00:00,2026-04-08 08:39:59.556351+00:00,2026-04-09 06:13:00.781049+00:00
967,PVD,盘锦,panjin,pj,0222,盘锦,cn,中国,122.063029,41.197737,amap,2026-04-09 06:13:01.778628+00:00,2026-04-08 08:39:59.556633+00:00,2026-04-09 06:13:01.778628+00:00
